K,n,min_support,max_support,beta,avg_row_support,s_eff,rate,predictor,mean_loss,se_loss,median_loss,mean_ratio_to_rate,reps
100,1000,2,40,14.0,20.47,3.9673780918229946,0.06094640503983556,MLE,0.0010710179806016152,1.55802025889385e-05,0.001035454256466072,0.01757311165279692,100
100,1000,2,40,14.0,20.47,3.9673780918229946,0.06094640503983556,adaptive,0.002174790438596373,8.190800009713702e-05,0.001987701598064567,0.035683654141288476,100
100,1000,2,40,14.0,20.47,3.9673780918229946,0.06094640503983556,add-half,0.09438904078252675,5.573071808408004e-05,0.09425705295453778,1.548722040632791,100
100,1000,2,40,14.0,20.47,3.9673780918229946,0.06094640503983556,add-one,0.18053912175768866,6.744407797783322e-05,0.1803773191398853,2.962260393204248,100
100,1000,2,40,14.0,20.47,3.9673780918229946,0.06094640503983556,cesaro,0.013601068190479017,0.00011090080782298183,0.013428752931096672,0.2231644045549387,100
100,1000,2,40,14.0,20.47,3.9673780918229946,0.06094640503983556,support-oracle,0.019198590356565348,0.0016694505452817306,0.003774082677089013,0.3150077571272143,100
100,1000,2,40,15.0,20.38,4.30535115206551,0.06543435528665488,MLE,0.0005035877038402803,5.261294753447369e-06,0.000496108624504712,0.007696074969091739,100
100,1000,2,40,15.0,20.38,4.30535115206551,0.06543435528665488,adaptive,0.0011753771317828108,5.3446791454741605e-05,0.0009935751419747297,0.017962691412389067,100
100,1000,2,40,15.0,20.38,4.30535115206551,0.06543435528665488,add-half,0.054993944781687495,0.0021755949903486103,0.048220899779220006,0.8404445117670981,100
100,1000,2,40,15.0,20.38,4.30535115206551,0.06543435528665488,add-one,0.10675701350195191,0.003956643075063349,0.09426293521047568,1.6315131865251928,100
100,1000,2,40,15.0,20.38,4.30535115206551,0.06543435528665488,cesaro,0.008131958795312018,0.00019856635050901668,0.007379529551824787,0.12427659384260036,100
100,1000,2,40,15.0,20.38,4.30535115206551,0.06543435528665488,support-oracle,0.002564646773916488,0.0005058074937725268,0.0008834454067109041,0.039194193366485865,100
