K,n,min_support,max_support,beta,avg_row_support,s_eff,rate,rep,predictor,loss
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,33,support-oracle,0.1467942019640629
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,34,MLE,9.097942214069782
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,34,add-one,1.4104579449331038
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,34,add-half,1.2538150844098719
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,34,adaptive,1.0790684762002865
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,34,cesaro,1.3520149500040552
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,34,support-oracle,0.2422141727313919
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,35,MLE,14.154322892238898
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,35,add-one,1.2980670733514807
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,35,add-half,1.217107598395624
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,35,adaptive,1.2331316795971992
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,35,cesaro,1.2708946017905867
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,35,support-oracle,0.19727618758062865
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,36,MLE,13.384391769569406
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,36,add-one,1.4836940556458569
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,36,add-half,1.3749463049132618
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,36,adaptive,1.251194637343256
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,36,cesaro,1.5392758093267072
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,36,support-oracle,0.14771663842305904
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,37,MLE,21.851016459452886
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,37,add-one,1.6075709730062577
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,37,add-half,1.5843085211677626
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,37,adaptive,1.9400020049895623
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,37,cesaro,1.6104335050026195
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,37,support-oracle,0.0754118379555398
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,38,MLE,16.52549762747857
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,38,add-one,0.8905516588058012
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,38,add-half,0.8689430908225637
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,38,adaptive,1.027248185506611
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,38,cesaro,1.0525217748391011
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,38,support-oracle,0.15953538939083814
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,39,MLE,7.490346608612512
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,39,add-one,1.6023304714465019
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,39,add-half,1.3999053914605686
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,39,adaptive,1.0118760260129682
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,39,cesaro,1.1675781801972265
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,39,support-oracle,0.1512324082167256
100,1000,2,40,0.0,20.01,885.3385605842279,4.024886676778155,40,MLE,7.170571918166716
