K,n,min_support,max_support,beta,avg_row_support,s_eff,rate,rep,predictor,loss
80,800,2,10,1.0,6.4625,375.7204931048392,2.625804386168403,3,adaptive,1.4261739892297556
80,800,2,10,1.0,6.4625,375.7204931048392,2.625804386168403,3,cesaro,1.7085141245926316
80,800,2,10,1.0,6.4625,375.7204931048392,2.625804386168403,3,oracle,0.1997214375967748
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,1,MLE,0.0004938295356829263
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,1,add-one,0.9541366805796208
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,1,add-half,0.5957578973026084
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,1,adaptive,0.041126791810822204
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,1,cesaro,0.15937261587488913
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,1,oracle,0.0010507895559154455
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,2,MLE,7.7614862900431625
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,2,add-one,2.133948830270832
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,2,add-half,1.7784367707242872
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,2,adaptive,1.1174556387217303
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,2,cesaro,1.0854382478692062
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,2,oracle,0.0898615377314632
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,3,MLE,0.7141993339028725
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,3,add-one,1.1493329956840375
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,3,add-half,0.7902413317491194
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,3,adaptive,0.26285880891764724
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,3,cesaro,0.5773096077628873
80,800,2,10,2.0,6.175,225.93500801902422,1.8662712427951482,3,oracle,0.0829095161972177
