K,n,min_support,max_support,beta,avg_row_support,s_eff,rate,rep,predictor,loss
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,1,MLE,0.058891517926197345
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,1,add-one,3.045702073055663
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,1,add-half,2.616266813001017
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,1,adaptive,0.5548406625195085
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,1,cesaro,1.0092807071959724
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,1,oracle,0.03226926056878557
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,2,MLE,18.816549509990317
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,2,add-one,1.0037615373775204
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,2,add-half,0.9836530408172524
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,2,adaptive,1.210532406701106
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,2,cesaro,1.0508656182888192
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,2,oracle,0.11865560333064823
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,3,MLE,20.072046337363634
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,3,add-one,0.8698406755612735
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,3,add-half,0.8697565103861926
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,3,adaptive,1.2421177495080988
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,3,cesaro,1.1113376125717238
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,3,oracle,0.12254210855597189
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,4,MLE,18.81711109050456
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,4,add-one,2.3722444764644486
100,500,2,40,0.0,20.01,480.10582288250964,4.874932479087155,4,add-half,2.290296285294509
